Year,Month,Day,Quarter,Transect,Station,Depth.m,Lon.E,Lat.N,Type,Temp.C,Sal.ppt,DO.mg.per.l,PH,Chl.a.mg.per.m3,NH3.N.mg.per.l,NO3.N.mg.per.l,NO2.N.mg.per.l,PO4.3.P.mg.per.l,SiO2.Si.mg.l,BOD.mg.per.l,S.S.mg.per.l,Transparensy,Fish.egg.Abun,Fish.larvae.Abun,Crab.larvae.Abun,Shrimp.larvae.Abun,Phytoplankton.Den,Zooplankton.Abun
2004,8,21,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,31,33.51,6.08,8.07,0.5,0.1,0.019,0.006,0.018,0.031,0.8,12.4,2,4329,206,1718,1237,2050,69542
2004,8,21,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,31,33.76,6.04,8.07,0.74,0.23,0.012,0.003,0.008,0.021,1.39,4.8,2,3130,114,2333,5122,4225,63290
2004,8,21,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,29.5,33.96,6.12,8.07,0.9,0.12,0.013,0.002,0.005,0.018,1.06,9.3,2,5993,68,409,749,3380,78114
2004,11,5,fourthly,2,2_near,10,120.228296,23.851427,Nearshore,23.2,33.32,6.88,7.92,0.33,0.27,0.109,0.015,0.018,0.549,0.68,62.3,0.5,54,0,54,638,520,1521
2004,11,5,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,23.7,33.38,6.79,7.81,0.14,0.15,0.109,0.013,0.019,0.551,0.21,20.7,0.9,0,23,619,550,535,5045
2004,11,5,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,23.2,33.53,6.84,7.92,0.19,0.03,0.106,0.014,0.012,0.49,0.49,11.6,1,198,37,3779,3298,395,5273
2004,11,5,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,23.8,33.51,6.9,7.94,0.35,0.12,0.119,0.015,0.015,0.484,0.42,14.4,0.8,76,0,95,227,265,3366
2004,11,5,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,23.8,33.57,6.94,7.94,0.16,0.03,0.113,0.006,0.009,0.455,0.87,41.3,1.2,165,110,6299,7976,170,20106
2004,11,5,fourthly,2,2_off,20,120.2116,23.877288,Offshore,23.2,33.39,6.86,7.91,0.04,0.03,0.103,0.013,0.01,0.492,0.57,12.6,0.6,27,54,381,653,360,33998
2004,11,5,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,25.7,33.51,5.7,7.11,0.23,0.08,0.129,0.017,0.022,0.536,0.47,25,0.7,0,16,0,64,470,4330
2004,11,5,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,23.8,33.65,6.83,7.85,0.19,0.05,0.089,0.007,0.008,0.391,0.96,8.3,1.2,0,0,195,413,225,9991
2004,11,5,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,24,33.77,6.96,7.97,0.21,0.03,0.072,0.003,0.016,0.402,0.64,6.4,1.6,89,22,1557,2870,160,19335
2004,11,5,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,23.5,33.76,6.92,7.97,0.19,0.06,0.082,0.001,0.013,0.397,0.85,45.4,1.6,0,129,1416,2188,90,41188
2005,2,23,first,2,2_near,10,120.228296,23.851427,Nearshore,17.1,33.75,7.65,7.79,0.14,0.08,0.086,0.019,0.021,0.22,1.18,22.9,0.7,0,88,613,175,335,74251
2005,2,23,first,3,3_near,10,120.1811944,23.81602778,Nearshore,17.6,33.66,7.47,7.66,0.12,0.08,0.089,0.019,0.019,0.227,0.34,21.8,0.8,49,0,341,0,360,54249
2005,2,23,first,4,4_near,10,120.16425,23.75797222,Nearshore,16.8,33.71,7.82,7.95,0.17,0.07,0.084,0.018,0.017,0.216,0.1,25.9,0.9,45,182,455,682,350,61421
2005,2,23,first,5,5_near,10,120.1361667,23.71297222,Nearshore,16.9,33.73,7.8,7.95,0.3,0.06,0.076,0.019,0.014,0.217,0.29,23.6,0.9,0,384,1097,933,230,72258
2005,2,23,first,6,6_near,10,120.1111667,23.66297222,Nearshore,16.9,33.69,7.95,7.95,0.29,0.06,0.086,0.019,0.01,0.22,0.39,57,0.5,0,0,946,757,165,201733
2005,2,23,first,2,2_off,20,120.2116,23.877288,Offshore,17.1,33.78,7.78,7.95,0.17,0.07,0.078,0.018,0.011,0.214,0.18,34.8,0.6,0,125,450,75,415,34747
2005,2,23,first,3,3_off,20,120.1784167,23.81713889,Offshore,17.7,33.59,7.47,7.64,0.24,0.06,0.092,0.019,0.014,0.238,0.58,16.9,1,0,37,296,74,215,31586
2005,2,23,first,4,4_off,20,120.1314722,23.77852778,Offshore,17,33.82,7.76,7.96,0.37,0.06,0.068,0.017,0.012,0.206,0.39,17.7,0.9,0,364,957,683,415,66795
2005,2,23,first,5,5_off,20,120.0972778,23.72547222,Offshore,17.3,33.88,7.74,7.97,0.25,0.05,0.064,0.018,0.013,0.196,0.12,17.6,1,0,256,1152,2816,300,98106
2005,2,23,first,6,6_off,20,120.0914444,23.67297222,Offshore,18.1,34.11,7.65,7.95,0.32,0.05,0.052,0.017,0.013,0.166,0.19,18.2,1,121,0,727,969,55,219521
2005,5,13,secondly,2,2_near,10,120.228296,23.851427,Nearshore,27,33.81,6.55,7.79,0.67,0.0634,0.019,0.0031,0.0104,0.07,0.53,22.6,2.3,0,0,0,1723,3540,331429
2005,5,13,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,27.9,33.56,6.07,7.66,0.46,0.1253,0.031,0.0062,0.014,0.069,0.4,24.56,2.7,175,0,702,1578,3870,264483
2005,5,13,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,27.1,33.37,6.7,7.85,0.98,0.184,0.016,0.0041,0.014,0.047,0.32,21.12,2.7,9297,0,664,664,6485,861920
2005,5,13,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,26.3,30.17,6.51,7.86,1.01,0.2781,0.045,0.0154,0.0773,0.267,0.36,27.24,1.9,3465,0,3465,5331,3940,264434
2005,5,13,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,26.2,32.53,6.74,7.86,1.72,0.0956,0.021,0.0079,0.0243,0.081,0.94,23.12,2.6,5974,199,597,3385,9980,370586
2005,5,13,secondly,2,2_off,20,120.2116,23.877288,Offshore,27.1,33.62,6.72,7.89,0.6,0.1636,0.014,0.0034,0.0129,0.061,0.34,19.87,3,1464,0,0,488,2575,566220
2005,5,13,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,26.9,33.16,6.46,7.72,0.6,0.1195,0.022,0.0048,0.019,0.099,0.66,21.26,3,1486,424,212,1910,3690,324515
2005,5,13,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,27.1,32.71,6.64,7.9,0.51,0.1157,0.021,0.0068,0.0257,0.09,0.39,20.06,2.4,6293,0,2030,1827,7800,340819
2005,5,13,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,26.5,33.46,6.59,7.87,0.63,0.1256,0.01,0.0017,0.009,0.035,0.23,19.4,3,2469,224,1122,6285,3960,340277
2005,5,13,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,26.2,32.67,6.7,7.88,1.04,0.1333,0.011,0.0034,0.0132,0.061,0.71,22.6,3.2,1501,150,751,3903,4555,199642
2005,9,22,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,30,33.51,6.37,7.81,0.39,0.037,0.044,0.021,0.016,0.197,1.31,59.3,0.8,965,724,1896,2620,150,20924
2005,9,22,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,29.6,33.55,6.77,8.05,0.32,0.005,0.031,0.021,0.014,0.193,0.55,76.3,0.7,729,243,659,520,505,10341
2005,9,22,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,29.8,32.04,6.46,8.01,0.45,0.012,0.029,0.02,0.011,0.188,0.49,51.2,0.7,960,183,2272,2131,285,11207
2005,9,22,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,29.7,32.7,6.56,7.97,0.48,0.002,0.07,0.029,0.029,0.379,0.23,35.1,0.8,1619,270,2814,2519,150,4510
2005,9,22,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,29.6,33.59,6.58,8.03,0.38,0.023,0.026,0.019,0.015,0.197,0.29,45.5,0.3,343,556,296,1572,290,7825
2005,9,22,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,29.5,33.73,6.77,7.99,0.24,0.007,0.021,0.017,0.01,0.155,0.37,63.1,0.8,433,484,459,1479,310,9690
2005,9,22,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,29.5,33.77,6.25,8.03,0.29,0.002,0.024,0.018,0.01,0.16,0.78,39.8,1.1,565,971,710,4116,140,13408
2005,9,22,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,29.5,33.75,6.4,8.02,0.09,0.013,0.024,0.018,0.007,0.165,0.7,32,1,1228,196,712,2473,195,3984
2005,12,24,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,17,32.89,7.63,7.76,0.54,0.116,0.157,0.017,0.02,0.442,0.67,27.6,2,45,0,0,22,220,7823
2005,12,24,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,19.1,32.69,7.67,7.89,0.29,0.15,0.139,0.018,0.038,0.466,0.61,33.6,1,298,0,35,350,70,32893
2005,12,24,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,18.5,33.35,7.67,7.88,0.38,0.046,0.123,0.014,0.019,0.336,0.88,38.3,2,108,0,430,151,75,40475
2005,12,24,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,16.5,33.02,7.83,7.83,0.24,0.127,0.141,0.016,0.026,0.437,0.71,42.6,2,33,16,375,131,60,26933
2005,12,24,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,17.7,33.13,7.63,7.83,0.42,0.061,0.128,0.011,0.016,0.39,0.82,35.6,1,65,0,65,81,60,9582
2005,12,24,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,18.4,33.79,7.53,7.97,0.2,0.008,0.075,0.003,0.01,0.195,0.43,25.5,2,21,0,289,577,70,30376
2005,12,24,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,17.1,33.54,7.55,7.91,0.2,0.01,0.09,0.007,0.012,0.217,0.75,33.1,1,0,0,511,406,35,15054
2005,12,24,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,16.6,33.68,7.65,7.92,0.18,0.016,0.114,0.012,0.018,0.266,0.73,66.1,1,0,18,2550,575,60,52513
2006,3,30,first,3,3_near,10,120.1811944,23.81602778,Nearshore,23.5,32.6,6.78,7.53,0.34,0.09,0.077,0.015,0.009,0.257,2.17,26.62,0.8,208,340,3008,3121,300,50638
2006,3,30,first,4,4_near,10,120.16425,23.75797222,Nearshore,23.2,33.4,6.95,7.57,0.29,0.06,0.063,0.019,0.014,0.216,0.33,26.66,0.9,846,188,721,2146,335,38377
2006,3,30,first,5,5_near,10,120.1361667,23.71297222,Nearshore,23.4,33.1,6.97,7.9,0.53,0.08,0.049,0.014,0.007,0.178,0.55,20.8,1.1,640,85,683,1601,215,35579
2006,3,30,first,6,6_near,10,120.1111667,23.66297222,Nearshore,21.9,33.1,6.95,7.73,0.32,0.04,0.059,0.017,0.018,0.162,1.57,55.8,0.5,602,132,1769,5701,140,30515
2006,3,30,first,3,3_off,20,120.1784167,23.81713889,Offshore,23.4,32.9,6.7,7.66,0.44,0.09,0.077,0.015,0.019,0.255,0.14,30.8,0.8,85,85,275,846,150,13111
2006,3,30,first,4,4_off,20,120.1314722,23.77852778,Offshore,22.8,33.6,6.95,7.66,0.28,0.02,0.036,0.01,0.007,0.126,0.82,54.9,0.6,51,360,5613,38467,80,84814
2006,3,30,first,5,5_off,20,120.0972778,23.72547222,Offshore,22.7,33.4,6.88,7.82,0.15,0.01,0.034,0.008,0.003,0.129,1.92,38.3,0.8,516,45,2042,11803,80,55987
2006,3,30,first,6,6_off,20,120.0914444,23.67297222,Offshore,22.2,33.6,6.9,7.75,0.18,0.02,0.035,0.009,0.007,0.124,0.51,30.6,0.7,761,127,1015,11098,130,63160
2006,5,23,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,28.5,30.345,6.45,7.84,0.412,0.19,0.071,0.012,0.022,0.656,0.33,17.2,0.7,24,12,10209,360,230,28157
2006,5,23,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,29.3,28.17,6.18,7.74,1.06,0.54,0.072,0.042,0.324,0.73,1.15,12.7,0.7,69,57,732,412,335,4988
2006,5,23,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,28.7,34.03,6.39,7.98,0.49,0.05,0.018,0.004,0.008,0.181,0.57,18.84,0.7,316,97,195,389,215,96575
2006,5,23,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,28.1,33.5,6.47,7.9,0.45,0.09,0.028,0.012,0.021,0.252,0.37,18.66,1,606,237,3480,2425,140,121509
2006,5,23,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,28.7,28.96,6.49,7.86,0.24,0.23,0.074,0.012,0.028,0.803,0.84,12.4,0.6,159,136,4854,1815,150,42098
2006,5,23,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,29.5,30.69,6.29,7.86,0.31,1.93,0.11,0.017,0.029,1.221,0.12,9.66,0.9,1512,403,454,681,80,136112
2006,5,23,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,28.4,34.05,6.45,8.02,0.33,0.02,0.01,0.001,0.008,0.11,0.29,19.28,0.8,487,1169,2290,8038,80,267189
2006,5,23,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,27.9,34.06,6.53,8.04,0.14,0.02,0.009,0.002,0.007,0.128,0.35,27.42,0.9,630,199,1624,3413,130,124293
2006,8,2,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,29.9,32.257,6.37,7.94,0.321,0.06,0.029,0.008,0.009,0.288,0.19,17.2,0.7,1061,163,6898,6653,385,133344
2006,8,2,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,30.9,30.425,6.23,7.92,1.243,0.48,0.084,0.028,0.091,0.727,0.6,12.2,1.2,1930,121,2533,523,550,112382
2006,8,2,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,30.3,32.4,6.37,8.03,0.145,0.07,0.033,0.014,0.013,0.259,0.38,13.8,0.82,4335,68,1843,614,620,89366
2006,8,2,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,29.2,32.786,6.39,8.04,0.125,0.07,0.026,0.01,0.009,0.204,0.5,18.6,0.65,9843,1797,5221,14893,900,236568
2006,8,2,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,30,32.043,6.56,7.98,0.096,0.06,0.04,0.009,0.009,0.338,0.14,15.2,0.85,2272,473,12308,20734,460,166912
2006,8,2,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,29.9,32.178,6.31,7.81,0.139,0.05,0.04,0.011,0.012,0.314,0.38,13.2,0.9,4648,563,4929,8028,185,377168
2006,8,2,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,29.2,32.829,6.58,7.99,0.254,0.05,0.02,0.009,0.008,0.197,0.24,17.6,0.75,3362,1062,5840,13449,295,378163
2006,8,2,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,29,32.902,6.5,8.05,0.088,0.04,0.017,0.005,0.007,0.157,0.24,13.5,0.8,916,916,3207,7925,165,116361
2006,10,18,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,27.5,33.65,6.36,7.3,1.33,0.043,0.06,0.0343,0.0108,0.207,0.715,60.1,1.3,59,0,459,318,995,39008
2006,10,18,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,27,33.693,6.32,7.4,0.57,0.077,0.07,0.042,0.0158,0.235,0.136,46.3,1.4,53,0,455,387,1615,15327
2006,10,18,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,27,34.03,6.57,7.1,4.1,0.04,0.03,0.022,0.0158,0.183,0.591,52.9,1.6,295,0,530,564,980,12693
2006,10,18,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,26.5,33.697,6.55,7.7,5.51,0.027,0.04,0.0197,0.0099,0.166,0.136,56.4,1.3,2399,22,263,2399,5285,37700
2006,10,18,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,27.4,33.679,6.51,7.6,0.91,0.071,0.08,0.0437,0.0167,0.211,0.177,59.8,1.6,54,0,90,144,790,35497
2006,10,18,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,27,33.771,6.53,7.3,0.59,0.08,0.08,0.0413,0.0161,0.238,0.26,61.2,1.2,905,86,0,259,1855,80817
2006,10,18,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,27.1,34.066,6.51,7.7,0.33,0.017,0.01,0.0057,0.0074,0.131,0.426,55.6,2.2,731,43,172,215,1245,106547
2006,10,18,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,26.9,33.998,6.59,7.7,1.49,0.038,0.01,0.0067,0.0087,0.135,0.384,59.9,2.2,986,0,0,5539,1570,117725
2007,3,15,first,3,3_near,10,120.1811944,23.81602778,Nearshore,22.3,34.123,6.93,7.79,0.274,0.0534,0.051,0.0165,0.0157,0.208,0.23,8.8,1.4,894,18,2006,4980,125,70610
2007,3,15,first,4,4_near,10,120.16425,23.75797222,Nearshore,22.4,34.136,6.97,7.83,0.106,0.0487,0.052,0.0165,0.0147,0.203,0.36,25.3,1.5,1699,22,671,3286,135,97718
2007,3,15,first,5,5_near,10,120.1361667,23.71297222,Nearshore,22.6,34.123,6.89,7.81,0.093,0.0431,0.049,0.0154,0.006,0.187,0.23,2.9,1.3,3787,307,1535,22776,195,149910
2007,3,15,first,6,6_near,10,120.1111667,23.66297222,Nearshore,22.3,34.422,7.14,7.97,0.055,0.0136,0.028,0.0123,0.0026,0.126,0.7,11.1,1.4,1366,195,4097,6633,300,767435
2007,3,15,first,3,3_off,20,120.1784167,23.81713889,Offshore,22.4,34.131,6.95,7.84,0.133,0.0563,0.054,0.0175,0.0072,0.208,0.39,11.4,1.4,1620,29,3963,2951,210,124768
2007,3,15,first,4,4_off,20,120.1314722,23.77852778,Offshore,22.4,34.434,7.06,7.96,0.077,0.0167,0.021,0.0103,0.0033,0.11,0.51,2.1,2.3,2988,213,8645,9606,195,328082
2007,3,15,first,5,5_off,20,120.0972778,23.72547222,Offshore,22.9,34.401,6.99,8.02,0.019,0.0074,0.015,0.0082,0.0032,0.112,0.41,2.4,3.4,2143,126,12355,23953,185,636387
2007,3,15,first,6,6_off,20,120.0914444,23.67297222,Offshore,22.4,34.317,6.93,7.99,0.036,0.0221,0.014,0.0041,0.0042,0.088,0.56,6.1,2.3,2521,252,8068,10338,285,868603
2007,5,24,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,28.5,33.953,6.74,8,0.13,0.06,0.018,0.001,0.004,0.074,0.56,24.5,2,345,0,86,5264,2660,184497
2007,5,24,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,29.3,33.838,7.17,8.15,7,0.02,0.005,0.001,0.002,0.044,0.83,18.4,2.8,5894,310,1551,5894,2925,580717
2007,5,24,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,28.7,33.94,6.86,8.14,0.49,0.02,0.005,0.001,0.006,0.037,0.44,14.1,3.4,10763,154,308,615,5060,371624
2007,5,24,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,28.1,33.573,6.92,8.12,1.95,0.02,0.015,0.002,0.003,0.061,0.84,15.72,2.8,57554,392,392,6264,6365,720400
2007,5,24,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,28.7,33.742,6.94,8,0.28,0.02,0.02,0.002,0.007,0.112,0.75,17.7,2,776,0,228,4335,2325,177391
2007,5,24,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,29.5,34.153,6.76,8.02,0.47,0.02,0.009,0.001,0.005,0.088,0.65,16.9,4,196,196,0,2741,3580,394458
2007,5,24,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,28.4,34.12,6.82,8.03,0.97,0.01,0.005,0.001,0.006,0.051,1,18.1,3.1,6921,346,1038,4845,6485,503355
2007,5,24,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,27.9,33.279,7.04,8.11,1.36,0.03,0.022,0.004,0.003,0.09,1.15,18,3.1,30400,234,4911,4677,5565,636068
2007,7,31,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,32.8,33.6,5.32,7.3,1.17,0.05,0.014,0.0032,0.01,0.07,0.17,18.54,1.7,1660,75,402,1081,1235,75185
2007,7,31,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,30.5,33.55,6.06,8.04,0.77,0.03,0.01,0.002,0.008,0.087,0.06,23.22,1.1,5652,1150,1200,9254,2440,110197
2007,7,31,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,31.4,33.72,6.24,8.05,0.37,0.02,0.008,0.0016,0.004,0.055,0.02,10.94,1.8,2533,422,3619,3739,2695,140891
2007,7,31,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,30.5,33.68,6.3,8.04,0.42,0.02,0.01,0.0017,0.011,0.056,0.06,21.52,1.6,294,686,4116,13033,1265,211767
2007,7,31,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,32.8,33.58,5.13,7.44,0.82,0.04,0.022,0.004,0.01,0.081,0.21,16.12,1.7,2671,99,989,1731,1780,115192
2007,7,31,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,30.8,33.8,6.24,8.06,0.52,0.02,0.011,0.0017,0.009,0.04,0.02,8.76,2.8,914,114,800,3655,1345,232429
2007,7,31,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,30.9,33.79,6.16,8.05,0.88,0.02,0.012,0.0017,0.009,0.047,0.05,11,1.8,1105,502,2813,7635,1460,186958
2007,7,31,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,30.6,33.79,6.16,8.06,0.7,0.01,0.008,0.0016,0.01,0.055,0.03,8.34,1.8,200,400,1900,9998,1637,227958
2007,10,24,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,25,33.02,6.46,7.77,0.333,0.008,0.094,0.0084,0.0159,0.312,0.06,22.8,0.6,262,103,296,1299,105,12719
2007,10,24,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,24.6,32.94,6.54,7.82,0.213,0.021,0.119,0.0133,0.0166,0.355,0.02,20.54,0.7,146,189,1246,4185,215,18020
2007,10,24,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,25.1,33.29,6.56,7.84,0.489,0.01,0.081,0.007,0.0151,0.262,0.01,21.8,1.5,679,475,1069,8706,380,29597
2007,10,24,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,24.5,33.32,6.58,7.95,0.327,0.007,0.104,0.0055,0.0139,0.278,0.44,45.54,0.4,234,1084,1763,36224,265,37306
2007,10,24,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,25,32.91,6.38,7.7,0.248,0.012,0.107,0.0095,0.0064,0.34,0.03,21.38,1.7,207,188,395,1393,230,13927
2007,10,24,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,26.3,33.87,6.5,8,0.356,0.005,0.023,0.0031,0.0071,0.109,0.09,14.26,0.9,1285,341,813,6816,420,67476
2007,10,24,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,26.2,33.84,6.48,7.97,0.257,0.003,0.025,0.0034,0.0019,0.113,0.12,36.04,0.8,928,54,553,7212,505,44257
2007,10,24,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,25.7,33.722,6.44,7.97,0.417,0.003,0.038,0.0035,0.0106,0.144,0.08,28.8,0.5,1776,814,2183,65003,395,62931
2008,3,18,first,3,3_near,10,120.1811944,23.81602778,Nearshore,22.4,34.18,6.62,7.9,1.03,0.0472,0.046,0.0111,0.0207,0.121,0.06,33.72,1.3,2247,789,668,972,530,131172
2008,3,18,first,4,4_near,10,120.16425,23.75797222,Nearshore,22.5,33.99,6.6,7.87,0.7,0.1078,0.062,0.0164,0.0379,0.17,0.04,28.2,1.1,6457,520,5715,5641,1025,187042
2008,3,18,first,5,5_near,10,120.1361667,23.71297222,Nearshore,23.1,34.32,6.78,7.99,1.42,0.0403,0.028,0.0063,0.0165,0.089,0.15,29.6,1.7,2104,2036,7196,6177,295,242273
2008,3,18,first,6,6_near,10,120.1111667,23.66297222,Nearshore,23.5,34.39,6.78,8.01,0.05,0.0216,0.017,0.0025,0.0074,0.071,0.2,35.44,1.8,1354,1490,6365,8397,280,391545
2008,3,18,first,3,3_off,20,120.1784167,23.81713889,Offshore,22.1,34.18,6.8,7.9,1.08,0.046,0.035,0.0121,0.0195,0.123,0.15,37.56,1.5,1256,803,1361,1640,530,124357
2008,3,18,first,4,4_off,20,120.1314722,23.77852778,Offshore,22.6,34.37,6.82,8.04,0.31,0.0228,0.014,0.0021,0.0076,0.063,0.17,27.28,2,244,326,4639,7081,315,282027
2008,3,18,first,5,5_off,20,120.0972778,23.72547222,Offshore,22.8,34.36,6.82,8.04,0.15,0.0155,0.011,0.0017,0.0061,0.063,0.42,25,2.2,100,1098,3992,6587,210,414982
2008,3,18,first,6,6_off,20,120.0914444,23.67297222,Offshore,23,34.36,6.72,8.01,0.2,0.0148,0.011,0.0014,0.0062,0.063,0.34,33.64,2.9,85,1622,3671,6403,310,382293
2008,5,22,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,27.5,33.96,5.84,7.16,1.13,0.0257,0.03,0.0039,0.0083,0.1,2.58,15.08,1.8,3111,190,1401,1662,4030,79917
2008,5,22,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,26.2,33.96,6.82,7.72,1.57,0.0134,0.025,0.0043,0.0127,0.092,0.4,18.14,1.5,3567,117,1150,1267,8060,66797
2008,5,22,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,26.5,34.07,6.74,7.88,0.68,0.0067,0.007,5.00E-04,0.0032,0.051,0.79,17.38,2.4,3933,37,899,787,3365,94436
2008,5,22,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,25.9,34.05,6.7,7.96,0.9,0.005,0.013,5.00E-04,0.0171,0.062,2.63,28.08,2.2,2602,482,2794,4674,3210,89953
2008,5,22,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,27.5,33.93,5.44,7.14,1.1,0.0221,0.039,0.0043,0.0097,0.104,0.35,14.56,1.8,5118,819,6858,7575,4375,99957
2008,5,22,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,26.3,34.08,6.66,7.93,0.5,0.0134,0.009,5.00E-04,0.0042,0.082,0.95,14.28,2.3,3832,577,105,630,2910,101106
2008,5,22,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,26.2,34.02,6.62,7.83,0.44,0.0052,0.007,5.00E-04,0.0037,0.067,0.46,20.06,2,3127,90,765,1282,2910,44011
2008,5,22,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,26,34.02,6.7,7.92,0.82,0.0052,0.007,5.00E-04,0.004,0.078,0.6,18.74,1.8,1216,87,999,1259,695,83834
2008,7,23,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,29.6,32.06,5.74,7.56,0.43,0.1071,0.03,0.0046,0.0159,0.208,0.45,32.84,0.8,346,16,189,142,540,44811
2008,7,23,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,28.3,32.1,6.19,8.03,0.47,0.0618,0.025,0.0039,0.0176,0.196,0.56,53.52,0.7,658,18,783,569,390,42984
2008,7,23,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,28.9,32.01,6.5,8.04,0.47,0.0429,0.007,0.003,0.0135,0.181,0.54,33.76,1.3,3615,137,411,493,710,50969
